shelter,address,city,county,state,zip,longitude,latitude,phone,accepting,notes,source,private_notes,allow_pets,pets,unofficial,accessibility,active
Augusta High School,"207 Bracken St., , AUGUSTA, KY  41002",AUGUSTA,BRACKEN,KY,41002,-84.0036529,38.7729799,6067562105,no,"",SHAKEN_FURY_2019_BATCH_1_ID:151469,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Limestone Family YMCA,"1080 US 68, , MAYSVILLE, KY  41056",MAYSVILLE,MASON,KY,41056,-83.78264,38.640942,6065646772,no,"",SHAKEN_FURY_2019_BATCH_1_ID:151470,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Lewisburg Volunteer Fire Department,"6045 KY 3170, , MAYSVILLE, KY  41056",MAYSVILLE,MASON,KY,41056,-83.7745663,38.560326,6065849011,no,"Directions to Facility: Take I-471S until it becomes US-27, merge onto KY-9S toward KY-547, turn R onto Hwy 11/KY-11/KY-1448, turn R, onto KY-419/KY-3170.",SHAKEN_FURY_2019_BATCH_1_ID:151471,"Evacuation Capacity: 270

Longterm Capacity: 135",false,No,false,"",true
Greensburg Baptist Church-Christian Life Center,"128 North Main Street, , GREENSBURG, KY  42743",GREENSBURG,GREEN,KY,42743,-85.5012458,37.2616703,2709324495,no,"",SHAKEN_FURY_2019_BATCH_1_ID:152305,"Evacuation Capacity: 160

Longterm Capacity: 80

Restrictions: Restrict use to Christian Life Center",false,Unknown,false,"",true
Bellewood Campus of Uspiritus,"11103 Park Road, , ANCHORAGE, KY  40223",ANCHORAGE,JEFFERSON,KY,40223,-85.5420055,38.2662416,5024515177,no,"Directions to Facility: See Google maps

General Notes: Upstairs bedrooms in Patterson Hall to be used as dorms.",SHAKEN_FURY_2019_BATCH_1_ID:152552,"Evacuation Capacity: 0

Longterm Capacity: 37

Restrictions: All of Patterson Hall building is available for use.

Additional Notes: See shelter binder for floor plan",false,Unknown,false,"",true
Boyd Co. Community Center,"10619 State Rt. 3, CATLETTSBURG, KY  41129",CATLETTSBURG,BOYD,KY,41129,-82.693516,38.357643,"",no,General Notes: Mapped 2/5/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:153268,"Evacuation Capacity: 820

Longterm Capacity: 0",false,Unknown,false,"",true
Greater Faith Baptist Church,"5217 Gathwright Drive, , LOUISVILLE, KY  40218",LOUISVILLE,JEFFERSON,KY,40218,-85.661001,38.190385,"",no,General Notes: Lat Long verified against www.latlong.net - do not change - Hal Simmons,SHAKEN_FURY_2019_BATCH_1_ID:153288,"Evacuation Capacity: 25

Longterm Capacity: 0",false,No,false,"",true
Campton Elementary,"166 Hwy 2491, , CAMPTON, KY  41301-0810",CAMPTON,WOLFE,KY,41301-0810,-83.3300839,37.7247419,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153318,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
Breathitt County High School,"2307 Bobcat Lane, , JACKSON, KY  41339-1160",JACKSON,BREATHITT,KY,41339-1160,-83.3843535,37.5558677,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153319,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
LBJ Elementary,"90 LBJ Road, , JACKSON, KY  41339",JACKSON,BREATHITT,KY,41339,-83.3695711,37.5614131,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153320,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
Highland-Turner Elementary,"10355 Highway 30 West, , BOONEVILLE, KY  41314",BOONEVILLE,BREATHITT,KY,41314,-83.4846826,37.4842215,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153321,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
Marie Roberts-Caney Elementary,"115 Red Skin Run, , LOST CREEK, KY  41348",LOST CREEK,BREATHITT,KY,41348,-83.3237109,37.4716877,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153322,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
Big Creek Elementary,"PO Box 129, , AVAWAM, KY  41713",AVAWAM,PERRY,KY,41713,-83.2799463,37.2210595,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153323,"Evacuation Capacity: 230

Longterm Capacity: 85",false,Unknown,false,"",true
Robinson Elementary,"13150 KY Hwy 476, , ARY, KY  41712",ARY,PERRY,KY,41712,-83.1493674,37.3677491,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153324,"Evacuation Capacity: 250

Longterm Capacity: 100",false,Unknown,false,"",true
Sherman Neis Athletic Center,"49 Indian Bend Drive, , HAZARD, KY  41701",HAZARD,PERRY,KY,41701,-83.1937915,37.28215,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153325,"Evacuation Capacity: 800

Longterm Capacity: 250",false,Unknown,false,"",true
Viper Elementary,"20 Eddington Lane, , VIPER, KY  41774",VIPER,PERRY,KY,41774,-83.1356929,37.1621416,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153326,"Evacuation Capacity: 375

Longterm Capacity: 150",false,Unknown,false,"",true
Whitaker Athletic Center,"305 Park Ave, , HAZARD, KY  41701",HAZARD,PERRY,KY,41701,-83.2104787,37.2847258,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:153327,"Evacuation Capacity: 600

Longterm Capacity: 250",false,Unknown,false,"",true
Asbury Theological Seminary,"150 Spring Street, , WILMORE, KY  40390",WILMORE,JESSAMINE,KY,40390,-84.660059,37.8608497,8598582280,no,"",SHAKEN_FURY_2019_BATCH_1_ID:153367,"Evacuation Capacity: 724

Longterm Capacity: 353",false,Unknown,false,"",true
First United Methodist Church,"500 South Green Street, , GLASGOW, KY  42141",GLASGOW,BARREN,KY,42141,-85.9138748,36.9927165,"",no,Directions to Facility: From barren Co. chapter- Head SE on E. Washington St. towards S Broadway. Take 1st right onto S. Broadway. Take 1st right onto E. Wayne St. Take 1st left onto S. Green St. Church is on the left,SHAKEN_FURY_2019_BATCH_1_ID:153665,"Evacuation Capacity: 222

Longterm Capacity: 111

Restrictions: Use would consist of Gymnasium and connecting classrooms. Kitchen, and 2 main classrooms downstairs. The adjacent building can also be used if needed in emergency.",false,Unknown,false,"",true
St. Gregory Catholic Church Community Center,"330 Samuels Loop, , COXS CREEK, KY  40013",COXS CREEK,NELSON,KY,40013,-85.5340532,37.8792073,"",no,"Directions to Facility: From the Old Courthouse travel North on 31E for 1.2 miles, take left on 245 for 5.4 miles, turn right on Samuels Loop. Destination is in .3 miles on the right.",SHAKEN_FURY_2019_BATCH_1_ID:153814,"Evacuation Capacity: 422

Longterm Capacity: 211

Restrictions: The Community Center can be used anytime. The School may only be used when school is not in session.",false,Unknown,false,"",true
Bradfordsville School Community Building,"1155 6th Street, , BRADFORDSVILLE, KY  40009",BRADFORDSVILLE,MARION,KY,40009,-85.1501991,37.4949173,"",no,"Directions to Facility: Hwy 549 from lebanon. From Campbell Hwy 70 Manfiel Hwy 337 to bradfordsville. From Liberty N49, from Danville Hwy 150 to Perrybille 68 to Gravellsaith 337 to Bradfordsvile",SHAKEN_FURY_2019_BATCH_1_ID:153815,"Evacuation Capacity: 165

Longterm Capacity: 82

Restrictions: Seperate rooms used for headstart and seniors. Restrooms will be shared.",false,Unknown,false,"",true
Providence Housing Authority,"101 Centerridge Drive, PROVIDENCE, KY  42450",PROVIDENCE,WEBSTER,KY,42450,-87.7711595,37.3992878,"",no,General Notes: We supply this shelter with materials when they need to operate in times of disaster.,SHAKEN_FURY_2019_BATCH_1_ID:153861,"Evacuation Capacity: 54

Longterm Capacity: 25",false,Unknown,false,"",true
Garth Elementary SChool,"501 S. Hamilton St., , GEORGETOWN, KY  40324",GEORGETOWN,SCOTT,KY,40324,-84.5589785,38.2058665,5028631170,no,General Notes: Mapped 12/7/13 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:153864,"Evacuation Capacity: 247

Longterm Capacity: 123",false,No,false,"",true
Nelson County Senior Center,"122 Plaza Drive, , BARDSTOWN, KY  40004",BARDSTOWN,NELSON,KY,40004,-85.4513911,37.805955,5023481888,no,Directions to Facility: drive east from the courthouse on US 62/150 about 1 mi. Turn left at Guthrie Drive. Plaza Drive first left.,SHAKEN_FURY_2019_BATCH_1_ID:153986,"Evacuation Capacity: 242

Longterm Capacity: 121",false,Unknown,false,"",true
Marion County High School,"755 East Main Street, , LEBANON, KY  40033",LEBANON,MARION,KY,40033,-85.2240162,37.577229,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:154240,"Evacuation Capacity: 100

Longterm Capacity: 50",false,Unknown,false,"",true
Bowling Park,"1608 West Stockton Street, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.6450739,36.9886978,"",no,"Directions to Facility: From Cumberland Pkwy E or W, Take exit 27 - Head South on 68-80 for one mile.",SHAKEN_FURY_2019_BATCH_1_ID:154279,"Evacuation Capacity: 300

Longterm Capacity: 150",false,Unknown,false,"",true
Center Square,"239 North Spalding Ave, , LEBANON, KY  40033",LEBANON,MARION,KY,40033,-85.2535852,37.5717623,"",no,General Notes: Center Square is the old jr. high school building,SHAKEN_FURY_2019_BATCH_1_ID:154422,"Evacuation Capacity: 344

Longterm Capacity: 172",false,Unknown,false,"",true
Thomas Nelson High School,"2885 new Shepherdsville Rd, , BARDSTOWN, KY  40004",BARDSTOWN,NELSON,KY,40004,-85.5067593,37.8471434,5023494650,no,Directions to Facility: From the Old Court House travel North on North 3rd Street for 1.2 miles. Turn West of 245. Travel 2.9 miles. Destination is on the left.,SHAKEN_FURY_2019_BATCH_1_ID:154423,"Evacuation Capacity: 448

Longterm Capacity: 224",true,Yes,false,"",true
Good News Community Center,"5435 caneyville rd, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.62648,37.30885,2705260992,no,Directions to Facility: Depart center st toward e 5th ave. 0.1m Turn right onto ky-234 n/ e 6th ave 491ft,SHAKEN_FURY_2019_BATCH_1_ID:154424,"Evacuation Capacity: 120

Longterm Capacity: 60",false,Unknown,false,"",true
Coral Hill Baptist Church,"3260 Coral Hill Rd, , GLASGOW, KY  42141",GLASGOW,BARREN,KY,42141,-85.8555417,37.0522119,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:154425,"Evacuation Capacity: 122

Longterm Capacity: 61",false,Unknown,false,"",true
Glasgow Bible Church,"1514 N race Street, , GLASGOW, KY  42141",GLASGOW,BARREN,KY,42141,-85.9064334,37.0167387,"",no,"Directions to Facility: From 200 s race st-sw on Court House Square toward w washington st. Take 1st right onto leslie ave. left onto Main st.right onto NL Roger Wells Blvd. turn right onto n race st.shelter on left

General Notes: Registration area could be used as the front entrance - however - one end we can use gym entrance for initial area - gym main dorm - other area downstairs with office.",SHAKEN_FURY_2019_BATCH_1_ID:154426,"Evacuation Capacity: 142

Longterm Capacity: 71",false,Unknown,false,"",true
Metcalfe County Lake House,"685 Metcalfe County Lake park road, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.6121906,36.9800563,"",no,"General Notes: We can station pets on site provided we have adequate supplies, there are awnings that might be suitable with the appropriate concrete flooring.",SHAKEN_FURY_2019_BATCH_1_ID:154427,"Evacuation Capacity: 189

Longterm Capacity: 94",false,Unknown,false,"",true
Christ the Healer,"1610 West Stockton, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.6451988,36.9886936,"",no,General Notes: Pet facilities can be utilized next door at Bowling Park,SHAKEN_FURY_2019_BATCH_1_ID:154456,"Evacuation Capacity: 84

Longterm Capacity: 42",false,Unknown,false,"",true
Roy Smith Community Center,"1408 West Stockton Street, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.6368284,36.9883248,"",no,"Directions to Facility: From cumberland parkway east or west, take exit 27 head south on 68-80 for 1.4 miles furn into facility

General Notes: nearest pet shelter site - bowling park",SHAKEN_FURY_2019_BATCH_1_ID:154457,"Evacuation Capacity: 295

Longterm Capacity: 147",false,Unknown,false,"",true
Old Metcalfe County Middle School,"100 Hornet Ave, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.625579,36.9807873,"",no,"Directions to Facility: Head N I65 - louisville, exit 43 pkwy towards glasgow, exit 27 - edmonton, left on 68-80 - right on hornet ave",SHAKEN_FURY_2019_BATCH_1_ID:154466,"Evacuation Capacity: 360

Longterm Capacity: 180",false,Unknown,false,"",true
Sulphur Well Community Center,"18 Sulpher Well Park, , EDMONTON, KY  42129",EDMONTON,METCALFE,KY,42129,-85.6342661,37.1004948,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:154469,"Evacuation Capacity: 105

Longterm Capacity: 52",false,Unknown,false,"",true
Houchen's Girl Scout Camp,"4520 Barren River Road, , BOWLING GREEN, KY  42101",BOWLING GREEN,WARREN,KY,42101,-86.461231,37.004495,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:154473,"Evacuation Capacity: 90

Longterm Capacity: 45",false,Unknown,false,"",true
Knifley Fire Department,"6130 Elkhorn Road, , KNIFLEY, KY  42753",KNIFLEY,ADAIR,KY,42753,-85.1897568,37.2444561,2708492255,no,"",SHAKEN_FURY_2019_BATCH_1_ID:154647,"Evacuation Capacity: 80

Longterm Capacity: 40",false,Unknown,false,"",true
Munfordville First United Methodist Church,"421 Hardyville Rd, , MUNFORDVILLE, KY  42765",MUNFORDVILLE,HART,KY,42765,-85.8763876,37.2627351,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:154858,"Evacuation Capacity: 0

Longterm Capacity: 100",false,Unknown,false,"",true
Paintsville Recreational Center,"232 Preston Street, , PAINTSVILLE, KY  41240",PAINTSVILLE,JOHNSON,KY,41240,-82.7981781,37.8168284,"",no,General Notes: Mapped 3/3/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:154869,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Prestonsburg High School,"825 Blackcat Boulevard, , PRESTONSBURG, KY  41653",PRESTONSBURG,FLOYD,KY,41653,-82.780258,37.676556,"",no,General Notes: Mapped 3/3/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:154870,"Evacuation Capacity: 100

Longterm Capacity: 50",false,Unknown,false,"",true
South Floyd Middle/High School,"299 Mt. Raider Drive, , HI HAT, KY  41636",HI HAT,FLOYD,KY,41636,-82.734856,37.382665,"",no,General Notes: Mapped 3/3/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:154872,"Evacuation Capacity: 500

Longterm Capacity: 250",false,Unknown,false,"",true
Allen Central High School,"442 KY Route 550, , EASTERN, KY  41622",EASTERN,FLOYD,KY,41622,-82.8085,37.516926,6063589543,no,General Notes: Mapped 3/3/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:154873,"Evacuation Capacity: 405

Longterm Capacity: 202",false,Unknown,false,"",true
Betsy Layne High School,"554 Bobcat Boulevard, , STANVILLE, KY  41659",STANVILLE,FLOYD,KY,41659,-82.638222,37.562618,"",no,General Notes: Mapped 3/3/14 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:154874,"Evacuation Capacity: 500

Longterm Capacity: 250",false,Unknown,false,"",true
Franklin Presbyterian Church,"201 N College St, , FRANKLIN, KY  42134",FRANKLIN,SIMPSON,KY,42134,-86.5790958,36.723262,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155134,"Evacuation Capacity: 125

Longterm Capacity: 62",false,Unknown,false,"",true
Morgantown Community Church,"2882 Bowling Green Rd, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.7056955,37.1944417,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155135,"Evacuation Capacity: 250

Longterm Capacity: 125",false,Unknown,false,"",true
Abounding Grace Ministries,"153 Cartertown Rd, , SCOTTSVILLE, KY  42164",SCOTTSVILLE,ALLEN,KY,42164,-86.223782,36.728429,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155136,"Evacuation Capacity: 1

Longterm Capacity: 1",false,Unknown,false,"",true
Cool Springs Baptist Church,"2055 Cool Springs Rd, , MORGANTOWN, KY  42261",MORGANTOWN,BUTLER,KY,42261,-86.6677023,37.1896323,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155137,"Evacuation Capacity: 300

Longterm Capacity: 150",false,Unknown,false,"",true
JCPS Fairdale High School,"1001 Fairdale Road, , FAIRDALE, KY  40118",FAIRDALE,JEFFERSON,KY,40118,-85.7525341,38.1127282,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155378,"Evacuation Capacity: 10

Longterm Capacity: 10",false,Unknown,false,"",true
JCPS Moore Traditional School,"6415 Outer Loop, , LOUISVILLE, KY  40228",LOUISVILLE,JEFFERSON,KY,40228,-85.6386769,38.1410547,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155379,"Evacuation Capacity: 10

Longterm Capacity: 10",false,Unknown,false,"",true
JCPS Seneca High School,"3510 Goldsmith Lane, , LOUISVILLE, KY  40220",LOUISVILLE,JEFFERSON,KY,40220,-85.6551991,38.2076686,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155380,"Evacuation Capacity: 10

Longterm Capacity: 10",false,Unknown,false,"",true
Runyon Elementary School,"24 Runyon Branch Road, , PINSONFORK, KY  41555",PINSONFORK,PIKE,KY,41555,-82.2655506,37.550302,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:155467,"Evacuation Capacity: 400

Longterm Capacity: 200",false,Unknown,false,"",true
The Core of Scottsville,"309 W. Cherry Street, , SCOTTSVILLE, KY  42164",SCOTTSVILLE,ALLEN,KY,42164,-86.1934823,36.7549003,"",no,Directions to Facility: US-231 S. continue onto Bowling Green Rd/Vet. Memorial Blvd. Turn left onto N. Bedelia St./Powerhouse Dr. Continue onto West Cherry St. Destination will be on left.,SHAKEN_FURY_2019_BATCH_1_ID:155501,"Evacuation Capacity: 343

Longterm Capacity: 171

Restrictions: indoor and outdoor pool areas, fitness center, business offices - off limits

Additional Notes: Floor Plans Attached",false,Unknown,false,"",true
American Legion Post 23,"208 Dishman Lane, , BOWLING GRN, KY  42101",BOWLING GRN,WARREN,KY,42101,-86.4867707,36.9583723,"",no,"Directions to Facility: From chapter - Head east on Scottsville rd - right on 31w bypass - continue until dishman lane arrives, take right - building will be on right.

General Notes: This building is to be used via partners through emergency management as the Volunteer Reception Center for the Warren Co. Area",SHAKEN_FURY_2019_BATCH_1_ID:155579,"Evacuation Capacity: 325

Longterm Capacity: 162

Restrictions: This facilities income relies on Bingo Weekends - in the event of a disaster it will be more open, but normally Sunday, Tuesday, and Thursday we would need to be out by 2:00PM.",false,Unknown,false,"",true
Fort Thomas Armory,"950 South Fort Thomas Avenue, , FORT THOMAS, KY  41075",FORT THOMAS,CAMPBELL,KY,41075,-84.444711,39.066077,8597818115,no,"Directions to Facility: See attached shelter survey

General Notes: Kat Disney has keys to inside doors and chair lift. Tarps are required for gym floor. No air conditioning on 2nd floor, but fans are available.",SHAKEN_FURY_2019_BATCH_1_ID:155605,"Evacuation Capacity: 697

Longterm Capacity: 348",false,No,false,"",true
Nelson County Civic Center,"321 S. Third Street, , BARDSTOWN, KY  40004-1032",BARDSTOWN,NELSON,KY,40004-1032,-85.4681217,37.80500219,"",no,"Directions to Facility: Take south Third Street from the old courthouse, three blocks to the Civic Center building.

General Notes: Remapped 3/10/15 MAS NSS.",SHAKEN_FURY_2019_BATCH_1_ID:156175,"Evacuation Capacity: 135

Longterm Capacity: 67",false,Unknown,false,"",true
North Washington Elementary School,"5658 Hwy. 433, , WILLISBURG, KY  40078",WILLISBURG,WASHINGTON,KY,40078,-85.126347,37.8097892,8593754036,no,"",SHAKEN_FURY_2019_BATCH_1_ID:156421,"Evacuation Capacity: 329

Longterm Capacity: 164",false,Unknown,false,"",true
St. Thomas Parish Center,"870 St. Thomas Lane, , BARDSTOWN, KY  40004-9561",BARDSTOWN,NELSON,KY,40004-9561,-85.4846068,37.7684805,5023483717,no,"Directions to Facility: At the intersection of US 62 and 31E, take 31E south for 3.5 miles. Turn left onto St. Thomas Lane. The Parish Center is at the end of the lane.",SHAKEN_FURY_2019_BATCH_1_ID:156457,"Evacuation Capacity: 370

Longterm Capacity: 185",false,Unknown,false,"",true
NEW HAVEN SCHOOL,"389 HIGH STREET, , NEW HAVEN, KY  40051",NEW HAVEN,NELSON,KY,40051,-85.5872516,37.6559213,5023499232,no,"",SHAKEN_FURY_2019_BATCH_1_ID:156622,"Evacuation Capacity: 108

Longterm Capacity: 54",false,Unknown,false,"",true
Lighthouse Community Center,"5312 Shepherdsville Rd, , LOUISVILLE, KY  40228",LOUISVILLE,JEFFERSON,KY,40228,-85.6602351,38.1735023,5029645909,no,"",SHAKEN_FURY_2019_BATCH_1_ID:156945,"Evacuation Capacity: 341

Longterm Capacity: 170",false,Unknown,false,"",true
South Livingston Elementary,"850 Cutoff Road, , SMITHLAND, KY  42081",SMITHLAND,LIVINGSTON,KY,42081,-88.3926714,37.0807316,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:156952,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
May's Lick Volunteer Fire Department,"5036 Salt Lick Ln, , MAYS LICK, KY  41055",MAYS LICK,MASON,KY,41055,-83.838364,38.518465,"",no,"Directions to Facility: Take I-471S until it becomes US-27, merge onto KY-9 toward KY-547, turn slight R onto ramp, turn R onto US-68W, turn R onto KY-2514/Old US-68 Loop 5, take the 2nd R onto Old Sardis Pike.",SHAKEN_FURY_2019_BATCH_1_ID:157004,"Evacuation Capacity: 252

Longterm Capacity: 126",false,Unknown,false,"",true
Calvary Church Camp,"475 Camp Calvary Lane, , MACKVILLE, KY  40040",MACKVILLE,WASHINGTON,KY,40040,-85.0834701,37.7846822,8593754376,no,"Directions to Facility: NE from Wash Co Courthouse - Lincoln Park Rd. 1.1 miles; rt on KY 555, 9.6 miles; rt KY 433, 1.0 mile; lft KY 433 S, Lawerenceburg Rd. 2.7 miles; lft- White Hall Rd. 1.3 miles; lft-Camp Calvary Road.",SHAKEN_FURY_2019_BATCH_1_ID:157698,"Evacuation Capacity: 75

Longterm Capacity: 37",false,Unknown,false,"",true
Ninevah Christian Church,"1195 Ninevah Road, , LAWRENCEBURG, KY  40342",LAWRENCEBURG,ANDERSON,KY,40342,-84.8985228,38.0770083,5028595804,no,"",SHAKEN_FURY_2019_BATCH_1_ID:157725,"Evacuation Capacity: 300

Longterm Capacity: 150",false,No,false,"",true
The Sand Spring Baptist Church,"1616 Harrodsburg Road, , LAWRENCEBURG, KY  40342",LAWRENCEBURG,ANDERSON,KY,40342,-84.8772483,38.0003403,5028393415,no,General Notes: Contact Anderson Humane Society,SHAKEN_FURY_2019_BATCH_1_ID:157782,"Evacuation Capacity: 124

Longterm Capacity: 62

Restrictions: Restricted to ""old sanctuary"" area only and supporting kitchen/dining and designated rooms

Additional Notes: Attached to documentation. Additional areas of the facility may be available depending on scope of needs. Additional uses will be evaluated upon shelter opening survey.",false,Unknown,false,"",true
Boyd County Franks Building,"1758 Addington Road, , ASHLAND, KY  41102",ASHLAND,BOYD,KY,41102,-82.7648917,38.3770612,"",no,General Notes: Mapped 3/8/15 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:158103,"Evacuation Capacity: 100

Longterm Capacity: 50",false,Unknown,false,"",true
Calhoun Baptist Church,"315 Main Street, , CALHOUN, KY  42327",CALHOUN,MCLEAN,KY,42327,-87.3962583,37.6155699,"",no,General Notes: Mapped 3/14/15 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:158149,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Pikeville United Methodist Church,"109 Main Street, , PIKEVILLE, KY  41501",PIKEVILLE,PIKE,KY,41501,-82.5184383,37.4778567,6064377315,no,General Notes: Mapped 3/14/15 MAS NSS. Construction underway. Unable to lodge evacuees on Sunday morning,SHAKEN_FURY_2019_BATCH_1_ID:158150,"Evacuation Capacity: 75

Longterm Capacity: 0",false,Unknown,false,"",true
Mt. Pleasant Baptist Church,"11525 State Route 359, , WAVERLY, KY  42462",WAVERLY,UNION,KY,42462,-87.7640393,37.7981855,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:158386,"Evacuation Capacity: 75

Longterm Capacity: 37",false,Unknown,false,"",true
Bloomfield Middle School,"96 Arnold Lane, , BLOOMFIELD, KY  40008",BLOOMFIELD,NELSON,KY,40008,-85.3079623,37.9144079,5023497201,no,"",SHAKEN_FURY_2019_BATCH_1_ID:158574,"Evacuation Capacity: 0

Longterm Capacity: 151

Additional Notes: Attached to documentation",false,Unknown,false,"",true
Danville-Boyle County Senior Citizens Center,"569 Jean Drive, , DANVILLE, KY  40422",DANVILLE,BOYLE,KY,40422,-84.782576,37.6257387,8592362070,no,General Notes: Danville-Boyle County Humane Society,SHAKEN_FURY_2019_BATCH_1_ID:158634,"Evacuation Capacity: 177

Longterm Capacity: 88

Restrictions: No use of Office/Administrative areas

Additional Notes: Attached",false,No,false,"",true
Immaculate Heart of Mary,"1545 Louis Coleman Drive, , LOUISVILLE, KY  40211",LOUISVILLE,JEFFERSON,KY,40211,-85.8114774,38.2318545,5027745772,no,"",SHAKEN_FURY_2019_BATCH_1_ID:158767,"Evacuation Capacity: 150

Longterm Capacity: 75

Restrictions: Not generally available on Sundays",false,No,false,"",true
Calvary Baptist Church,"401 Waveland Avenue, , DANVILLE, KY  40422",DANVILLE,BOYLE,KY,40422,-84.7724013,37.6249684,8592365350,no,"",SHAKEN_FURY_2019_BATCH_1_ID:158870,"Evacuation Capacity: 70

Longterm Capacity: 35",true,Yes,false,"",true
East Hickman Baptist Church,"6418 Tates Creek Road, , LEXINGTON, KY  40515",LEXINGTON,FAYETTE,KY,40515,-84.46733,37.919993,8592729218,no,"",SHAKEN_FURY_2019_BATCH_1_ID:158872,"Evacuation Capacity: 218

Longterm Capacity: 109",false,No,false,"",true
Paducah Recreation Center,"1527 Martin Luther King Blvd, , PADUCAH, KY  42001",PADUCAH,MCCRACKEN,KY,42001,-88.618482,37.085744,2704081530,no,"",SHAKEN_FURY_2019_BATCH_1_ID:158918,"Evacuation Capacity: 0

Longterm Capacity: 137

Restrictions: Will have to always clear current park activities for duration of shelter operation",false,No,false,"",true
Big Sandy Community and Technical College: Mayo Campus,"513 3rd Street, , PAINTSVILLE, KY  41240",PAINTSVILLE,JOHNSON,KY,41240,-82.8095492,37.815446,"",no,General Notes: Mapped 7/17/15 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:158976,"Evacuation Capacity: 119

Longterm Capacity: 59",false,No,false,"",true
Daviess County Detention Center,"3337 East 4th Street, , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.071596,37.786351,"",no,General Notes: Mapped 9/28/15 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:159400,"Evacuation Capacity: 40

Longterm Capacity: 20",false,Unknown,false,"",true
Southland Christian Church,"5001 Harrodsburg Rd., , NICHOLASVILLE, KY  40356",NICHOLASVILLE,JESSAMINE,KY,40356,-84.5926854,37.9693181,8592241635,no,"",SHAKEN_FURY_2019_BATCH_1_ID:159726,"Evacuation Capacity: 299

Longterm Capacity: 149",false,No,false,"",true
Harned Methodist Church,"97 South HWY 259, , HARNED, KY  40144",HARNED,BRECKINRIDGE,KY,40144,-86.4096582,37.750141,2707565797,no,General Notes: Outdoor pet facilities managed by Breckinridge County Animal Shelter,SHAKEN_FURY_2019_BATCH_1_ID:160020,"Evacuation Capacity: 90

Longterm Capacity: 50

Restrictions: Radio and Communications Area is available",false,Unknown,false,"",true
