field0001,field0002,field0003,field0004,field0005,field0006,field0007,field0008,field0009,field0010,field0011,field0012,field0013,field0014,field0015,field0016,field0017,field0018,field0019,field0020,field0021,field0022,field0023,field0024,field0025,field0026,field0027,field0028,field0029,field0030,field0031,field0032,field0033,field0034,field0035,field0036,field0061,field0062,field0063,field0064,field0065,field0066,field0067,field0068,field0069,field0070,field0071,field0072,field0073,field0074,field0075,field0076,field0077,field0078,field0079,field0080,field0084,field0085,field0086,field0087,field0088,field0089,field0090,field0091,field0092,field0093,field0094,field0095,field0096,field0097,field0098,field0099,field0100,field0101,field0102,field0103,field0104,field0105,field0106,field0107,field0108,field0109,field0110,field0111,field0112,field0113,field0114,field0115,field0116,field0117,field0118,field0119,field0120,field0121,field0122,field0123,field0124,field0125,field0126,field0127,field0128,field0129,field0130,field0131,field0132,field0133,field0134,field0135,field0136,field0137,field0138,field0139,field0140,field0141,field0142,field0143,field0144,field0145,field0146,field0147,field0148,field0149,field0150,field0151,field0152,field0153,field0154,field0155,field0156,field0157,field0158,field0159,field0160,field0161,field0162,field0163,field0164,field0165,field0166,field0167,field0168,field0169,field0170,field0171,field0172,field0173,field0174,field0175,field0176,field0177,field0178,field0179,field0180,field0181,field0182,field0183,field0184,field0185,field0186,field0187,field0188,field0189,field0190,field0191,field0192,field0193,field0194,field0195,field0196,field0197,field0198,field0199,field0200,field0201,field0202,field0203,field0204,field0205,field0206,field0207,field0208,field0209,field0210,field0211,field0212,field0213,field0214,field0215,field0216,field0217,field0218,field0219,field0220,field0221,field0222,field0223,field0224,field0225,field0226,field0227,field0228,field0229,field0230,field0231,field0232,field0233,field0234,field0235,field0236,field0237,field0238,field0239,field0240,field0241,field0242,field0243,field0244,field0245,field0246,field0247,field0248,field0249,field0250
4118,420748,17340,Kentucky Region,ARC,ARC Managed,,Franklin County Career & Tech Center,General,,NO,,615,30,0,,Closed,E,1106 East main Street,,,Frankfort,KY,Franklin,40601,4,,NO,,,,,,,,,4,,-84.82304512,38.21025257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Dennis Lutz,Kentucky Region,08/13/2017 07:23:38 MDT
4317,420748,17340,Kentucky Region,ARC,ARC Managed,,Morgan County Community Center,General,,NO,,1000,50,25,,Closed,B,450 Prestonburg Street,,,WEST LIBERTY,KY,MORGAN,41472,7,Morgan  County,YES,450 Prestonburg Street,,WEST LIBERTY,KY,41472,,,,4,,-83.25468347,37.92102518,0,NO,NO,NO,,,YES,,5/18/17,05/18/2017 00:00:00 MDT,NO,,Either,,,,YES,,,,,Trissia Scott/Kathy Burnette,05/18/2017 00:00:00 MDT,EMERSON VARNEY,05/19/2017 00:00:00 MDT,TRISSIA SCOTT/KATHY BURNETTE,05/18/2017 00:00:00 MDT,,1,,,,,This room is the gym area in the old WPA building at the county office building.,,MRS.,NO,YES,NO,NO,YES,NO,NO,NO,3,,,YES,YES,YES,YES,NO,YES,,,,YES,1,NO,,,4,0,,,,,,IRENE,JENKINS,MORGAN CO. EMA.,6067434169,,YES,YES,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,0,0,0,,,NO,YES,YES,YES,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,0,0,NO,NO,,,,,,,NO,NO,NO,,NO,,NO,NO,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,boyd varney,Kentucky Region,05/22/2017 11:21:14 MDT
4489,420748,17340,Kentucky Region,ARC,ARC Managed,,First Baptist Church,General,,NO,,17841,892,446,,Closed,B,85 Ash Street,,,Calvert City,KY,Marshall,42029,1,Calvert City Schools,NO,P O BOX 346,,Calvert City,KY,42029,2703954600,,,4,,-88.3493597,37.0313255,0,NO,NO,NO,,,YES,YES,1/17/19,01/17/2019 00:00:00 MST,NO,,Either,,,Ari,NO,,,DPS,,Debra Stevenson,01/18/2019 00:00:00 MST,,,Debra Stevenson,01/17/2019 00:00:00 MST,YES,1,,,,,"There are only designated uses for the emergency shelter which include the gym, cafeteria and full-service kitchen",,,NO,YES,NO,NO,YES,YES,NO,NO,4,NO,0,YES,NO,NO,YES,,YES,manual,YES,,NO,0,,,,4,2,1,1,1,,,,,,,,YES,YES,,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,0,0,0,,Several areas can be used for feeding.,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,,4,,,,,t,Two nurseries are on site.,t,Library and play area outside,0,0,,,,NO,YES,YES,NO,NO,NO,NO,NO,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Ari Denson,Kentucky Region,02/07/2019 16:08:50 MST
8225,420748,17340,Kentucky Region,ARC,ARC Managed,,Thornhill Baptist Church,General,,NO,,4000,200,100,,Closed,B,1142 Holmes Street,,,FRANKFORT,KY,FRANKLIN,40601,4,,YES,1142 Holmes Street,,FRANKFORT,KY,40601,,,,4,,-84.85351956,38.21478324,0,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,3,,0,YES,,,YES,,,,,,,6,,,,,2,,,,,,,,,,,,,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,125,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Lauri Martin,Kentucky Region,01/12/2019 18:37:22 MST
9405,420748,17340,Kentucky Region,ARC,ARC Managed,,Westridge Elementary School,General,,NO,,5000,250,125,,Closed,B,200 Oak Ridge Dr,,,Frankfort,KY,Franklin,40601,4,,NO,,,,,,,,,4,,-84.9076518,38.1983236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 16:15:01 MDT
9555,420748,17340,Kentucky Region,ARC,ARC Partner,,VFW Post 4075,General,,NO,,3332,166,0,,Closed,E,104 East Second Street,,,FRANKFORT,KY,FRANKLIN,40601,4,,NO,P O Box,,FRANKFORT,KY,40602,,,,4,,-84.87418818,38.19477546,0,NO,NO,,,,,,9/29/09,09/29/2009 00:00:00 MDT,NO,,Either,,,PAULA,,,502-319-1281,EXECUTIVE DIRECTOR,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,YES,0,NO,,,YES,NO,NO,,,,,0,,,,7,4,,,,,,,,,,,NO,NO,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,80,250,0,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/06/2015 13:19:47 MDT
12841,420748,17340,Kentucky Region,ARC,ARC Managed,,Bardstown Board of Education,Other,,NO,,,1,0,,Closed,E,308 North Fifth Street,,,BARDSTOWN,KY,NELSON,40004,4,,YES,308 North Fifth Street,,BARDSTOWN,KY,40004,,,,4,,-85.46927772,37.81286959,0,,,,,,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,0,,YES,,YES,YES,YES,,,,,2,,,,,2,,,,,,,,,,,YES,YES,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,0,200,0,,,,,,,,,,,YES,,,,,,,,,,,YES,,,YES,YES,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/06/2015 13:21:49 MDT
13785,420748,17340,Kentucky Region,ARC,ARC Managed,,Menifee County High School,General,SCHOOL,NO,,4000,200,100,,Closed,B,119 Indian Creek Road,,,FRENCHBURG,KY,MENIFEE,40322,7,Menifee Co. School District,YES,119 Indian Creek Road,,FRENCHBURG,KY,40322,,,,4,,-83.5681445,37.9233582,0,,,,,,,,2/24/17,10/20/2016 00:00:00 MDT,,,Either,,,,,,,,,,,Emerson Varney,02/24/2017 00:00:00 MST,Emerson Varney,02/24/2017 00:00:00 MST,,1,,,,,Except when school is in sessiion.,,,NO,YES,NO,NO,NO,NO,NO,NO,1,,0,YES,NO,NO,,YES,YES,,,,,8,NO,,,19,2,,,,,,,,,,,YES,NO,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,0,200,0,200,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,boyd varney,Kentucky Region,02/24/2017 08:50:30 MST
13787,420748,17340,Kentucky Region,ARC,ARC Managed,,Morgan County Middle School,Other,SCHOOL,NO,,4000,200,100,,Closed,B,380 Road to Success,,,WEST LIBERTY,KY,MORGAN,41472,7,,NO,P O BOX 580,,WEST LIBERTY,KY,41472,,,,4,,-83.2591302,37.8497346,0,,,,,NSSResource lat/long changes 9/12,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,8,,,,,1,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/06/2015 09:14:08 MDT
13841,420748,17340,Kentucky Region,ARC,ARC Managed,,Morgan County High School,Other,SCHOOL,NO,,5000,250,125,,Closed,B,150 Road to Success Street,,,WEST LIBERTY,KY,MORGAN,41472,7,,NO,ROUTE 191 BOX 66,,WEST LIBERTY,KY,41472,,,,4,,-83.2596216,37.9214758,0,NO,NO,,,NSSResource lat/long changes 9/12,,,,,,,Either,,,,,,,,,,,,,,,,1,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,8,,,,,3,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/06/2015 09:13:53 MDT
14639,420748,17340,Kentucky Region,ARC,ARC Managed,,Franklin Crossroads Baptist Church,General,,NO,,5376,268,134,,Closed,B,4695 Hardensburg Road,,,Cecilia,KY,Hardin,42724,2,,NO,,,,,,2708624825,,,4,,-86.0252333,37.6735562,730,,,YES,,Pet sheltering accommodations provided by Hardin County Dog Warden and Pound,YES,,3/11/14,,NO,,Either,,,Mike,,,,,,Colleen Stufflebeam,03/11/2014 00:00:00 MDT,Paul Kern,07/07/2014 00:00:00 MDT,,,YES,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,2,YES,0,NO,,,YES,,YES,,YES,,,4,,,,6,0,,,,,,Tom,Yancy,ARC,2707654979,,,NO,,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,0,375,0,375,2 refrigerators; 2 freezers; 10 burners; 3 ovens; 3 tri-sink; 1 dishwasher; 1 ice machine; 6 braising pans; 4 warmers; 1 mocrowave,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,,,,,,f,,,,,,,,,NO,YES,YES,NO,YES,NO,YES,NO,,,,,NO,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/08/2015 13:29:30 MDT
16764,420748,17340,Kentucky Region,ARC,ARC Managed,,Bondurant Middle School,General,,NO,,8500,425,212,office phone,Closed,B,300 Bondurant Drive,,,Frankfort,KY,Franklin,40601,4,,NO,,,,,,5028758440,,,4,,-84.90279114,38.16676936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Dennis Lutz,Kentucky Region,08/13/2017 08:13:42 MDT
17125,420748,17340,Kentucky Region,ARC,ARC Managed,,JCPS Academy at Shawnee,General,,NO,,10450,522,261,,Closed,B,4001 Herman Street,,,Louisville,KY,Jefferson,40212,3,,NO,,,,,,5024858326,,,4,,-85.81505535,38.26232484,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Gregory Reinhardt,Kentucky Region,08/29/2017 12:26:15 MDT
17126,420748,17340,Kentucky Region,ARC,ARC Managed,,Stithton Baptist Church,General,,NO,,6090,304,152,,Closed,B,95 Park Avenue,,,Radcliff,KY,Hardin,40160,2,,NO,,,RADCLIFF,KY,40160,2703516055,,,4,,-85.9395835,37.84768381,0,,,,"The church is located less than 50 yards from Dixie Hwy (31W), going North towards Louisville.Park Ave. is located on the rightside of the church.","building has showers, nursery area and kitchen  building has elevator located by covered entrance  panic button for police  have fed up to 500 people on continuous rotation  ",,,3/3/11,03/03/2011 00:00:00 MST,NO,,,,,Sharon,,,,Mrs.,,Angel Gates,03/03/2011 00:00:00 MST,Angel Gates,03/03/2011 00:00:00 MST,Angel Gates,03/03/2011 00:00:00 MST,YES,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,0,,0,,,,YES,,YES,,YES,,,8,NO,,,4,2,3,1,2,,2,,,,,,NO,NO,,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,0,100,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,YES,YES,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,1,1,,NO,Staff Use Only,NO,YES,YES,NO,YES,NO,NO,NO,,NO,,NO,NO,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Adam Wilshire,Kentucky Region,11/15/2018 12:58:48 MST
17134,420748,17340,Kentucky Region,ARC,ARC Partner,,Valley View Baptist Church,General,,NO,,7200,360,180,,Closed,B,8911 Third Street Road,,,LOUISVILLE,KY,JEFFERSON,40272,3,,YES,8911 Third Street Road,,LOUISVILLE,KY,40272,5029355142,,,4,,-85.81527475,38.11655154,0,,,,,,YES,YES,11/4/14,11/04/2014 00:00:00 MST,,,Either,,,Paul,,,24 Hour,Direct Services Manager,,Joel Bellmund,11/04/2014 00:00:00 MST,Paul Kern,11/04/2014 00:00:00 MST,,,YES,1,,,,,,,Facility Manager,NO,YES,NO,NO,NO,NO,NO,NO,3,,0,YES,,,YES,YES,YES,,YES,,,2,,,,15,0,,,,,,Nathan,Edmonds,,5023961950,,YES,YES,,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,0,450,200,650,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,,,,,,,,,,,,,,,Laundry facilities available but details not specified,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/20/2015 14:00:50 MDT
17143,420748,17340,Kentucky Region,ARC,ARC Managed,,Capital City Christian Church,General,,NO,,53000,2650,1325,,Closed,B,15 Locust Lane,,,FRANKFORT,KY,FRANKLIN,40601,4,,YES,15 Locust Lane,,FRANKFORT,KY,40601,,,,4,,-84.81830805,38.18456362,0,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,YES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Irene Little,Kentucky Region,04/01/2019 04:45:03 MDT
17146,420748,17340,Kentucky Region,ARC,ARC Managed,,Elkhorn Elementary School,General,,NO,,4000,200,100,,Closed,B,928 East Main Street,,,Frankfort,KY,Franklin,40601,4,,NO,,,,,,,,,4,,-84.83389228,38.20669054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Dennis Lutz,Kentucky Region,08/13/2017 07:21:54 MDT
17147,420748,17340,Kentucky Region,ARC,ARC Managed,,Elkhorn Middle School,General,,NO,,9650,482,241,,Closed,B,1060 East Main Street,,,Frankfort,KY,Franklin,40601,4,,NO,,,,,,,,,4,,-84.82735826,38.20883956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Dennis Lutz,Kentucky Region,08/13/2017 07:14:14 MDT
17148,420748,17340,Kentucky Region,ARC,ARC Managed,,Franklin County High School,General,,NO,,49500,2475,1237,,Closed,B,1100 East Main Street,,,Frankfort,KY,Franklin,40601,4,,YES,1100 East Main Street,,Frankfort,KY,40601,,,,4,,-84.826899,38.211007,0,,,NO,,Remapped 4/8/15 MAS NSS.,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Dennis Lutz,Kentucky Region,06/28/2018 09:17:00 MDT
17242,420748,17340,Kentucky Region,ARC,ARC Managed,,Valley View Baptist Church,Other,Mass care only,NO,,100,0,2,,Closed,P,501 Valley View Drive,,,Vine Grove,KY,Hardin,40175,2,,YES,501 Valley View Drive,,Vine Grove,KY,40175,2708772150,,,4,,-85.9691573,37.8149026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,150,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 16:12:33 MDT
17244,420748,17340,Kentucky Region,ARC,ARC Managed,,Hearn Elementary School,General,,NO,,9030,451,225,,Closed,B,300 Copperleaf Blvd,,,Frankfort,KY,Franklin,40601,4,,NO,,,,,,,,,4,,-84.81381,38.19223,0,,,,,Remapped Long/Lat SPanuska,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Dennis Lutz,Kentucky Region,08/13/2017 07:25:19 MDT
17257,420748,17340,Kentucky Region,ARC,ARC Managed,,JCPS Valley High School,General,,NO,,,10,0,,Closed,E,10200 Dixie Highway,,,Louisville,KY,Jefferson,40272,3,,NO,,,,,,,,,4,,-85.86672101,38.10765288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,0,,0,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,0,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/20/2015 13:46:47 MDT
19832,420748,17340,Kentucky Region,ARC,ARC Managed,,Bagdad Baptist Church,General,,NO,,,1,0,,Closed,E,5790 Elmburg Road,,,Bagdad,KY,Shelby,40003,4,,YES,5790 Elmburg Road,,Bagdad,KY,40003,5027478933,,,4,,-85.05922363,38.2593571,0,NO,NO,,,,,,,,NO,,Either,,,Angela,,,,Area Disaster Director,,,,,,,,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,0,NO,0,NO,,,YES,NO,NO,,,,,0,,,,7,2,4,2,2,,,,,,,,,NO,,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,0,0,100,,,NO,YES,YES,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,t,,t,,1,1,YES,,,,,,NO,,,,,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/06/2015 13:28:05 MDT
19840,420748,17340,Kentucky Region,ARC,ARC Partner,,Cropper Baptist Church,General,,NO,,,210,105,502-461-9896,Closed,B,2164 Flood Road,,,Pleasureville,KY,Henry,40057,4,,YES,2164 Flood Road,,Pleasureville,KY,40057,,,,4,,-85.11420174,38.31575744,0,,,,Hwy 55 N  to Hwy 43 N approximately 12 miles; Hwy 43 to Hwy 241 church on the left,Shelby County Shelter,,,,,NO,,Either,,,Angela,,,,Area Disaster Director,,,,,,,,,1,,,,,Not available for use the first week of June.,,,NO,NO,NO,NO,NO,YES,NO,NO,1,NO,0,NO,,,YES,NO,YES,manual,,,,0,,,,2,1,2,1,1,,,,,,,,,YES,,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,0,0,0,,,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,,3,,,,,,,,,,,,,,,,NO,NO,YES,NO,NO,NO,,,,,,,,NATIONAL SHELTER SYSTEM,06/28/2006 02:32:11 MDT,Paul Kern,Kentucky Region,10/06/2015 13:09:37 MDT
